run_id,strategy,plot_position,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction,cost_per_spray
none_2,none,interior,1,1,5,2.268409485911695,1.739168114088305,0,0.0,100.0
none_2,none,interior,1,2,5,2.3300012709304116,1.677576329069588,0,0.0,100.0
none_2,none,interior,1,3,5,2.274553001517711,1.73302459848229,0,0.0,100.0
none_2,none,interior,1,4,5,2.3320061531075402,1.6755714468924598,0,0.0,100.0
none_2,none,interior,1,5,5,2.3134292879489426,1.694148312051058,0,0.0,100.0
none_2,none,interior,1,6,5,2.281656261109354,1.7259213388906463,0,0.0,100.0
none_2,none,interior,1,7,5,2.289003325383111,1.7185742746168895,0,0.0,100.0
none_2,none,interior,1,8,5,2.3042478561534505,1.70332974384655,0,0.0,100.0
none_2,none,edge,1,9,5,2.36898825290454,1.63858934709546,0,0.0,100.0
none_2,none,edge,1,0,6,2.3480621148073384,1.6595154851926617,0,0.0,100.0
none_2,none,interior,1,1,6,2.281205329941222,1.726372270058779,0,0.0,100.0
none_2,none,interior,1,2,6,2.322609762411312,1.6849678375886883,0,0.0,100.0
none_2,none,interior,1,3,6,2.3202905617307925,1.687287038269208,0,0.0,100.0
none_2,none,interior,1,4,6,2.2879770934149173,1.7196005065850835,0,0.0,100.0
none_2,none,interior,1,5,6,2.305171545941084,1.7024060540589165,0,0.0,100.0
none_2,none,interior,1,6,6,2.308611518559973,1.6989660814400267,0,0.0,100.0
none_2,none,interior,1,7,6,2.3006360252951974,1.706941574704803,0,0.0,100.0
none_2,none,interior,1,8,6,2.267731148454252,1.7398464515457488,0,0.0,100.0
none_2,none,edge,1,9,6,2.377099832430688,1.630477767569313,0,0.0,100.0
none_2,none,edge,1,0,7,2.39770258011185,1.6098750198881495,0,0.0,100.0
none_2,none,interior,1,1,7,2.296159124354744,1.7114184756452562,0,0.0,100.0
none_2,none,interior,1,2,7,2.3163879327671526,1.6911896672328484,0,0.0,100.0
none_2,none,interior,1,3,7,2.310062831337975,1.6975147686620256,0,0.0,100.0
none_2,none,interior,1,4,7,2.292724416448916,1.7148531835510847,0,0.0,100.0
none_2,none,interior,1,5,7,2.2779023454549394,1.729675254545061,0,0.0,100.0
none_2,none,interior,1,6,7,2.279618254360332,1.7279593456396685,0,0.0,100.0
none_2,none,interior,1,7,7,2.267611476412522,1.7399661235874786,0,0.0,100.0
none_2,none,interior,1,8,7,2.277822171706083,1.7297554282939174,0,0.0,100.0
none_2,none,edge,1,9,7,2.3507640282231397,1.6568135717768602,0,0.0,100.0
none_2,none,edge,1,0,8,2.373775379904105,1.6338022200958968,0,0.0,100.0
none_2,none,interior,1,1,8,2.260884561544981,1.74669303845502,0,0.0,100.0
none_2,none,interior,1,2,8,2.278700443199214,1.7288771568007866,0,0.0,100.0
none_2,none,interior,1,3,8,2.2751831873908124,1.7323944126091886,0,0.0,100.0
none_2,none,interior,1,4,8,2.285553482203974,1.7220241177960267,0,0.0,100.0
none_2,none,interior,1,5,8,2.2886117486135467,1.7189658513864539,0,0.0,100.0
none_2,none,interior,1,6,8,2.2507218427008593,1.7568557572991415,0,0.0,100.0
none_2,none,interior,1,7,8,2.263505140604215,1.744072459395786,0,0.0,100.0
none_2,none,interior,1,8,8,2.2252580597656473,1.7823195402343535,0,0.0,100.0
none_2,none,edge,1,9,8,2.310766792068205,1.6968108079317974,0,0.0,100.0
none_2,none,corner,1,0,9,2.545016915346401,1.4625606846535988,0,0.0,100.0
none_2,none,edge,1,1,9,2.3523865509652575,1.6551910490347432,0,0.0,100.0
none_2,none,edge,1,2,9,2.379048075177402,1.6285295248225975,0,0.0,100.0
none_2,none,edge,1,3,9,2.3790459157785566,1.6285316842214435,0,0.0,100.0
none_2,none,edge,1,4,9,2.3668579123408957,1.6407196876591041,0,0.0,100.0
none_2,none,edge,1,5,9,2.376056148165841,1.6315214518341588,0,0.0,100.0
