run_id,strategy,calendar_interval,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction,cost_per_spray
calendar_3,calendar,1,1,1,3,2.741432569707704,1.2661450302922947,75,1.0,100.0
calendar_3,calendar,1,1,2,3,2.747156443787599,1.2604211562124004,75,1.0,100.0
calendar_3,calendar,1,1,3,3,2.7065000688154095,1.301077531184589,75,1.0,100.0
calendar_3,calendar,1,1,4,3,2.7439932330700136,1.2635843669299847,75,1.0,100.0
calendar_3,calendar,1,1,5,3,2.741126875248107,1.266450724751893,75,1.0,100.0
calendar_3,calendar,1,1,6,3,2.737414012379952,1.2701635876200472,75,1.0,100.0
calendar_3,calendar,1,1,7,3,2.7338437577580392,1.27373384224196,75,1.0,100.0
calendar_3,calendar,1,1,8,3,2.697018308674937,1.3105592913250623,75,1.0,100.0
calendar_3,calendar,1,1,9,3,2.851187723980904,1.156389876019096,75,1.0,100.0
calendar_3,calendar,1,1,0,4,2.839992614903415,1.1675849850965851,75,1.0,100.0
calendar_3,calendar,1,1,1,4,2.7155203574100186,1.2920572425899806,75,1.0,100.0
calendar_3,calendar,1,1,2,4,2.7288423647283246,1.2787352352716745,75,1.0,100.0
calendar_3,calendar,1,1,3,4,2.7282352428102263,1.2793423571897715,75,1.0,100.0
calendar_3,calendar,1,1,4,4,2.7701435244139168,1.2374340755860835,75,1.0,100.0
calendar_3,calendar,1,1,5,4,2.755516591523975,1.2520610084760242,75,1.0,100.0
calendar_3,calendar,1,1,6,4,2.742392193674868,1.265185406325132,75,1.0,100.0
calendar_3,calendar,1,1,7,4,2.7006080777812858,1.3069695222187128,75,1.0,100.0
calendar_3,calendar,1,1,8,4,2.699453842905592,1.3081237570944066,75,1.0,100.0
calendar_3,calendar,1,1,9,4,2.811319420379744,1.1962581796202556,75,1.0,100.0
calendar_3,calendar,1,1,0,5,2.82911340620469,1.1784641937953084,75,1.0,100.0
calendar_3,calendar,1,1,1,5,2.7364817134443844,1.2710958865556135,75,1.0,100.0
calendar_3,calendar,1,1,2,5,2.7487571067360808,1.258820493263919,75,1.0,100.0
calendar_3,calendar,1,1,3,5,2.7661336429174153,1.241443957082583,75,1.0,100.0
