run_id,strategy,calendar_interval,season,grain_tha,pest_loss_tha,spray_count,end_money,cost_per_spray
calendar_76,calendar,10,2,3.5752824722295955,0.43229512777040524,7,24908.49263319827,100.0
calendar_77,calendar,10,2,3.4981617246315904,0.5094158753684089,7,24547.65074594922,100.0
calendar_78,calendar,10,3,3.536003447204629,0.4715741527953692,7,34618.94856923569,100.0
calendar_79,calendar,10,3,3.581530601265094,0.4260469987349061,7,34833.238567353736,100.0
calendar_76,calendar,10,3,3.553369213699617,0.4542083863003823,7,34868.600274297125,100.0
calendar_77,calendar,10,3,3.541771113900413,0.46580648609958647,7,34472.964087650456,100.0
calendar_80,calendar,14,1,3.2907007801917656,0.716876819808235,5,14372.102340575297,100.0
calendar_81,calendar,14,1,3.31450434687461,0.6930732531253907,5,14443.51304062383,100.0
calendar_82,calendar,14,1,3.345120173098734,0.6624574269012665,5,14535.360519296202,100.0
calendar_83,calendar,14,1,3.297271089196059,0.7103065108039419,5,14391.813267588177,100.0
calendar_80,calendar,14,2,3.402210607756966,0.6053669922430353,5,24078.734163846195,100.0
calendar_81,calendar,14,2,3.38924346707345,0.6183341329265505,5,24111.24344184418,100.0
calendar_82,calendar,14,2,3.339789120174241,0.6677884798257598,5,24054.727879818925,100.0
calendar_83,calendar,14,2,3.2202078479764453,0.7873697520235571,5,23552.436811517513,100.0
calendar_80,calendar,14,3,3.2432835789211403,0.7642940210788591,5,33308.58490060962,100.0
calendar_81,calendar,14,3,3.3305359955024256,0.6770416044975741,5,33602.85142835146,100.0
calendar_82,calendar,14,3,3.4255956398286607,0.5819819601713397,5,33831.5147993049,100.0
calendar_83,calendar,14,3,3.358383305999478,0.6491942940005219,5,33127.58672951595,100.0
calendar_86,calendar,14,1,3.4132590850780775,0.5943185149219218,5,14739.777255234232,100.0
calendar_87,calendar,14,1,3.337536105723694,0.6700414942763063,5,14512.608317171082,100.0
calendar_84,calendar,14,1,3.321227870173901,0.6863497298260997,5,14463.683610521703,100.0
calendar_85,calendar,14,1,3.35667693074398,0.6509006692560207,5,14570.030792231939,100.0
calendar_86,calendar,14,2,3.2644682172637745,0.7431093827362254,5,24033.181907025555,100.0
calendar_87,calendar,14,2,3.339890481885438,0.6676871181145626,5,24032.279762827395,100.0
calendar_84,calendar,14,2,3.3172726036441773,0.6903049963558227,5,23915.501421454235,100.0
calendar_85,calendar,14,2,3.336326216691309,0.6712513833086906,5,24079.009442305865,100.0
calendar_86,calendar,14,3,3.313262916551577,0.6943146834484252,5,33472.970656680285,100.0
calendar_87,calendar,14,3,3.323922633337691,0.6836549666623084,5,33504.047662840465,100.0
calendar_84,calendar,14,3,3.2804945037741646,0.7270830962258361,5,33256.98493277673,100.0
calendar_85,calendar,14,3,3.3128256675396326,0.6947519324603669,5,33517.48644492476,100.0
calendar_90,calendar,14,1,3.3264641292468173,0.6811134707531812,5,14479.392387740452,100.0
calendar_91,calendar,14,1,3.214710234495977,0.7928673655040244,5,14144.130703487932,100.0
calendar_88,calendar,14,1,3.3414832027030714,0.6660943972969298,5,14524.449608109215,100.0
calendar_89,calendar,14,1,3.3207453864165566,0.6868322135834432,5,14462.236159249669,100.0
calendar_90,calendar,14,2,3.3847395732277534,0.6228380267722473,5,24133.611107423712,100.0
