run_id,strategy,calendar_interval,season,grain_tha,pest_loss_tha,spray_count,end_money
calendar_74,calendar,10,3,3.302007470194368,0.7055701298056306,7,32555.212033013344
calendar_75,calendar,10,3,3.3249811671135876,0.682596432886412,7,32674.12754350473
calendar_72,calendar,10,3,3.3787642666956663,0.6288133333043334,7,32513.12229673291
calendar_73,calendar,10,3,3.2259184931973546,0.7816591068026463,7,32767.14178588079
calendar_78,calendar,10,1,3.309621724753005,0.6979558752469935,7,14228.865174259015
calendar_79,calendar,10,1,3.320623436619543,0.6869541633804574,7,14261.870309858628
calendar_76,calendar,10,1,3.371874876630301,0.6357027233696977,7,14415.624629890903
calendar_77,calendar,10,1,3.2912642715484144,0.716313328451585,7,14173.792814645243
calendar_78,calendar,10,2,3.3178852985174667,0.6896923014825345,7,23482.521069811417
calendar_79,calendar,10,2,3.3006887174463517,0.70688888255365,7,23463.936462197686
calendar_76,calendar,10,2,3.318527620459866,0.6890499795401342,7,23671.2074912705
calendar_77,calendar,10,2,3.3495641499397903,0.65801345006021,7,23522.485264464616
calendar_78,calendar,10,3,3.3718721550338944,0.6357054449661061,7,32898.1375349131
calendar_79,calendar,10,3,3.2955302166982325,0.712047383301767,7,32650.527112292384
calendar_76,calendar,10,3,3.3402868227311746,0.6672907772688238,7,32992.067959464024
calendar_77,calendar,10,3,3.4333323925071,0.5742452074928989,7,33122.482441985914
calendar_82,calendar,14,1,2.9776701125920577,1.0299074874079421,5,13433.010337776173
calendar_83,calendar,14,1,2.9789644511817674,1.028613148818234,5,13436.893353545302
calendar_80,calendar,14,1,3.0648760677894757,0.9427015322105256,5,13694.628203368427
calendar_81,calendar,14,1,2.986653819113749,1.0209237808862508,5,13459.961457341247
calendar_82,calendar,14,2,3.072823738371601,0.9347538616284006,5,22151.481552890975
calendar_83,calendar,14,2,3.0103428162041297,0.9972347837958709,5,21967.92180215769
calendar_80,calendar,14,2,2.902262774058775,1.1053148259412244,5,21901.41652554475
calendar_81,calendar,14,2,2.9488525153019602,1.0587250846980412,5,21806.51900324713
calendar_82,calendar,14,3,3.0567014603832723,0.950876139616729,5,30821.58593404079
calendar_83,calendar,14,3,2.985034608687559,1.0225429913124406,5,30423.025628220366
calendar_80,calendar,14,3,3.093920063497784,0.913657536502215,5,30683.176716038106
