run_id,strategy,season,grain_tha,pest_loss_tha,spray_count,end_money
threshold_99,threshold,1,3.3665728145893237,0.6410047854106776,8,14299.718443767972
threshold_96,threshold,1,3.4021743598627467,0.605403240137254,8,14406.52307958824
threshold_97,threshold,1,3.3789900495433667,0.6285875504566348,8,14336.9701486301
threshold_98,threshold,2,3.400454766565905,0.6071228334340953,7,24027.28605809993
threshold_99,threshold,2,3.3765932318896352,0.6309843681103662,7,23729.498139436877
threshold_96,threshold,2,3.3681826802025068,0.6393949197974925,8,23711.07112019576
threshold_97,threshold,2,3.3973610172701836,0.6102165827298166,7,23829.05320044065
threshold_98,threshold,3,3.387938158068201,0.6196394419318011,8,33391.10053230453
threshold_99,threshold,3,3.377051661510061,0.6305259384899401,8,33060.65312396706
threshold_96,threshold,3,3.393849621025268,0.6137279789747335,8,33092.619983271565
threshold_97,threshold,3,3.401197201754549,0.6063803982454521,7,33332.644805704294
threshold_102,threshold,1,3.3818705042509323,0.6257070957490691,8,14345.611512752797
threshold_103,threshold,1,3.3992091828732427,0.6083684171267583,8,14397.627548619728
threshold_100,threshold,1,3.4038937985907785,0.6036838014092222,8,14411.681395772335
threshold_101,threshold,1,3.372670179767344,0.6349074202326567,8,14318.010539302031
threshold_102,threshold,2,3.4155440473077947,0.5920335526922054,8,23792.243654676182
threshold_103,threshold,2,3.3953426719755395,0.6122349280244621,8,23783.655564546345
threshold_100,threshold,2,3.399686793732822,0.6078908062671782,8,23810.7417769708
threshold_101,threshold,2,3.3922016552162226,0.6153759447837781,9,23594.6155049507
threshold_102,threshold,3,3.371968192521547,0.6356094074784544,8,33108.14823224083
threshold_103,threshold,3,3.3738330406675505,0.6337445593324507,9,33005.154686548995
threshold_100,threshold,3,3.383489790072017,0.6240878099279835,8,33161.211147186856
threshold_101,threshold,3,3.3841098243945713,0.6234677756054301,8,32946.944978134416
threshold_106,threshold,1,3.389921484686111,0.6176561153138891,8,14369.764454058333
threshold_107,threshold,1,3.3837888966297327,0.6237887033702678,8,14351.366689889199
threshold_104,threshold,1,3.3837541010829204,0.62382349891708,8,14351.26230324876
threshold_105,threshold,1,3.4065876511752946,0.6009899488247064,7,14519.762953525884
threshold_106,threshold,2,3.3963664156210434,0.6112111843789579,8,23758.863700921465
threshold_107,threshold,2,3.4406906285329883,0.5668869714670118,7,23973.438575488166
threshold_104,threshold,2,3.377590306842838,0.629987293157162,9,23584.033223777275
threshold_105,threshold,2,3.408509993894298,0.5990676061057026,7,24045.292935208778
threshold_106,threshold,3,3.3827429696116984,0.6248346303883022,8,33107.09260975656
threshold_107,threshold,3,3.372627109086611,0.6349504909133908,8,33291.319902748
threshold_104,threshold,3,3.3833624929214925,0.6242151070785079,8,32934.12070254175
threshold_105,threshold,3,3.371566615372219,0.6360109846277815,9,33259.99278132543
threshold_110,threshold,1,3.393324901072939,0.6142526989270617,8,14379.974703218817
threshold_111,threshold,1,3.381208753001467,0.626368846998533,9,14243.6262590044
threshold_108,threshold,1,3.392817228647211,0.6147603713527907,8,14378.451685941633
threshold_109,threshold,1,3.3856473023108764,0.6219302976891243,8,14356.941906932629
threshold_110,threshold,2,3.3966318204766686,0.610945779523331,8,23769.870164648823
threshold_111,threshold,2,3.409227565232109,0.5983500347678907,8,23671.308954700726
threshold_108,threshold,2,3.3800650984274565,0.627512501572545,8,23718.646981224003
threshold_109,threshold,2,3.408219282703354,0.5993583172966472,7,23881.59975504269
threshold_110,threshold,3,3.3820625137140072,0.6255150862859941,8,33116.057705790845
threshold_111,threshold,3,3.386151995484141,0.6214256045158598,7,33129.764941153146
threshold_108,threshold,3,3.3906487717801896,0.6169288282198108,7,33190.59329656457
threshold_109,threshold,3,3.4056069889436453,0.6019706110563554,7,33398.42072187363
threshold_114,threshold,1,3.3844242294133977,0.6231533705866033,8,14353.272688240193
threshold_115,threshold,1,3.389183113043369,0.6183944869566323,7,14467.549339130106
threshold_112,threshold,1,3.396060695117535,0.611516904882466,8,14388.182085352604
threshold_113,threshold,1,3.3955016765054573,0.6120759234945433,7,14486.505029516373
threshold_114,threshold,2,3.36366241230459,0.6439151876954092,9,23544.259925153965
threshold_115,threshold,2,3.3819840610531418,0.6255935389468587,8,23813.50152228953
threshold_112,threshold,2,3.394322744283903,0.6132548557160986,8,23771.150318204312
threshold_113,threshold,2,3.4252293571246804,0.5823482428753197,7,24062.193100890414
threshold_114,threshold,3,3.3763971293714445,0.631180470628557,8,32873.4513132683
threshold_115,threshold,3,3.3949769064197244,0.6126006935802771,8,33198.432241548704
